"","local_authority","phase_type","affordability","number_developments","rurality","housing_type","himidlow","number_beds","pupil_yield"
"1355","LA13","SEN","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.0227
"1356","LA13","SEN","Total","Total","Urban.city.and.town","Total","Total","Total",0.0089
"1357","LA13","SS","Total","Total","Rural.town.and.fringe","Total","Total","Total",0
"1358","LA13","SS","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.2727
"1359","LA13","SS","Total","Total","Urban.city.and.town","Total","Total","Total",0.1156
"1360","LA14","All Phases","Total","Total","Rural.town.and.fringe","Total","Total","Total",1.2031
"1361","LA14","All Phases","Total","Total","Rural.village.and.dispersed","Total","Total","Total",1.2101
"1362","LA14","All Phases","Total","Total","Urban.city.and.town","Total","Total","Total",0.4222
"1363","LA14","AP","Total","Total","Rural.town.and.fringe","Total","Total","Total",0.0078
"1364","LA14","AP","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.0084
"1365","LA14","AP","Total","Total","Urban.city.and.town","Total","Total","Total",0
"1366","LA14","EY","Total","Total","Rural.town.and.fringe","Total","Total","Total",0.5
"1367","LA14","EY","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.3529
"1368","LA14","EY","Total","Total","Urban.city.and.town","Total","Total","Total",0.1796
"1369","LA14","FE","Total","Total","Rural.town.and.fringe","Total","Total","Total",0.1172
"1370","LA14","FE","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.0924
"1371","LA14","FE","Total","Total","Urban.city.and.town","Total","Total","Total",0.0479
"1372","LA14","MAINSTREAM","Total","Total","Rural.town.and.fringe","Total","Total","Total",1.1875
"1373","LA14","MAINSTREAM","Total","Total","Rural.village.and.dispersed","Total","Total","Total",1.1765
"1374","LA14","MAINSTREAM","Total","Total","Urban.city.and.town","Total","Total","Total",0.4162
"1375","LA14","PRU","Total","Total","Rural.town.and.fringe","Total","Total","Total",0
"1376","LA14","PRU","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.0084
"1377","LA14","PRU","Total","Total","Urban.city.and.town","Total","Total","Total",0
"1378","LA14","PS","Total","Total","Rural.town.and.fringe","Total","Total","Total",0.4219
"1379","LA14","PS","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.4874
"1380","LA14","PS","Total","Total","Urban.city.and.town","Total","Total","Total",0.1138
"1381","LA14","SEN","Total","Total","Rural.town.and.fringe","Total","Total","Total",0.0156
"1382","LA14","SEN","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.0336
"1383","LA14","SEN","Total","Total","Urban.city.and.town","Total","Total","Total",0.006
"1384","LA14","SS","Total","Total","Rural.town.and.fringe","Total","Total","Total",0.1563
"1385","LA14","SS","Total","Total","Rural.village.and.dispersed","Total","Total","Total",0.2605
"1386","LA14","SS","Total","Total","Urban.city.and.town","Total","Total","Total",0.0808
"1387","LA01","All Phases","Total","Total","Total","Detached","Total","Total",1.4579
"1388","LA01","All Phases","Total","Total","Total","Flats","Total","Total",0.4602
"1389","LA01","All Phases","Total","Total","Total","Semi.detached","Total","Total",1.2468
"1390","LA01","All Phases","Total","Total","Total","Terraced..inc..end.","Total","Total",1.4988
"1391","LA01","AP","Total","Total","Total","Detached","Total","Total",0
"1392","LA01","AP","Total","Total","Total","Flats","Total","Total",0
"1393","LA01","AP","Total","Total","Total","Semi.detached","Total","Total",0
"1394","LA01","AP","Total","Total","Total","Terraced..inc..end.","Total","Total",0
"1395","LA01","EY","Total","Total","Total","Detached","Total","Total",0.7477
"1396","LA01","EY","Total","Total","Total","Flats","Total","Total",0.2472
"1397","LA01","EY","Total","Total","Total","Semi.detached","Total","Total",0.4304
"1398","LA01","EY","Total","Total","Total","Terraced..inc..end.","Total","Total",0.684
"1399","LA01","FE","Total","Total","Total","Detached","Total","Total",0.0748
"1400","LA01","FE","Total","Total","Total","Flats","Total","Total",0.054
"1401","LA01","FE","Total","Total","Total","Semi.detached","Total","Total",0.1266
"1402","LA01","FE","Total","Total","Total","Terraced..inc..end.","Total","Total",0.079
"1403","LA01","MAINSTREAM","Total","Total","Total","Detached","Total","Total",1.4486
"1404","LA01","MAINSTREAM","Total","Total","Total","Flats","Total","Total",0.4602
"1405","LA01","MAINSTREAM","Total","Total","Total","Semi.detached","Total","Total",1.2152
"1406","LA01","MAINSTREAM","Total","Total","Total","Terraced..inc..end.","Total","Total",1.4667
"1407","LA01","PRU","Total","Total","Total","Detached","Total","Total",0
"1408","LA01","PRU","Total","Total","Total","Flats","Total","Total",0
"1409","LA01","PRU","Total","Total","Total","Semi.detached","Total","Total",0.0063
"1410","LA01","PRU","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0025
"1411","LA01","PS","Total","Total","Total","Detached","Total","Total",0.4299
"1412","LA01","PS","Total","Total","Total","Flats","Total","Total",0.1278
"1413","LA01","PS","Total","Total","Total","Semi.detached","Total","Total",0.4557
"1414","LA01","PS","Total","Total","Total","Terraced..inc..end.","Total","Total",0.5259
"1415","LA01","SEN","Total","Total","Total","Detached","Total","Total",0.0093
"1416","LA01","SEN","Total","Total","Total","Flats","Total","Total",0
"1417","LA01","SEN","Total","Total","Total","Semi.detached","Total","Total",0.0316
"1418","LA01","SEN","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0321
"1419","LA01","SS","Total","Total","Total","Detached","Total","Total",0.1869
"1420","LA01","SS","Total","Total","Total","Flats","Total","Total",0.0313
"1421","LA01","SS","Total","Total","Total","Semi.detached","Total","Total",0.2215
"1422","LA01","SS","Total","Total","Total","Terraced..inc..end.","Total","Total",0.2025
"1423","LA02","All Phases","Total","Total","Total","Detached","Total","Total",1.0345
"1424","LA02","All Phases","Total","Total","Total","Flats","Total","Total",0.4512
"1425","LA02","All Phases","Total","Total","Total","Semi.detached","Total","Total",1.3019
"1426","LA02","All Phases","Total","Total","Total","Terraced..inc..end.","Total","Total",1.7429
"1427","LA02","AP","Total","Total","Total","Detached","Total","Total",0
"1428","LA02","AP","Total","Total","Total","Flats","Total","Total",0.0061
"1429","LA02","AP","Total","Total","Total","Semi.detached","Total","Total",0
"1430","LA02","AP","Total","Total","Total","Terraced..inc..end.","Total","Total",0
"1431","LA02","EY","Total","Total","Total","Detached","Total","Total",0.4828
"1432","LA02","EY","Total","Total","Total","Flats","Total","Total",0.1829
"1433","LA02","EY","Total","Total","Total","Semi.detached","Total","Total",0.4717
"1434","LA02","EY","Total","Total","Total","Terraced..inc..end.","Total","Total",0.5714
"1435","LA02","FE","Total","Total","Total","Detached","Total","Total",0.069
"1436","LA02","FE","Total","Total","Total","Flats","Total","Total",0.061
"1437","LA02","FE","Total","Total","Total","Semi.detached","Total","Total",0.1321
"1438","LA02","FE","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0952
"1439","LA02","MAINSTREAM","Total","Total","Total","Detached","Total","Total",1
"1440","LA02","MAINSTREAM","Total","Total","Total","Flats","Total","Total",0.4451
"1441","LA02","MAINSTREAM","Total","Total","Total","Semi.detached","Total","Total",1.3019
"1442","LA02","MAINSTREAM","Total","Total","Total","Terraced..inc..end.","Total","Total",1.6667
"1443","LA02","PRU","Total","Total","Total","Detached","Total","Total",0
"1444","LA02","PRU","Total","Total","Total","Flats","Total","Total",0
"1445","LA02","PRU","Total","Total","Total","Semi.detached","Total","Total",0
"1446","LA02","PRU","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0095
"1447","LA02","PS","Total","Total","Total","Detached","Total","Total",0.2759
"1448","LA02","PS","Total","Total","Total","Flats","Total","Total",0.1707
"1449","LA02","PS","Total","Total","Total","Semi.detached","Total","Total",0.5283
"1450","LA02","PS","Total","Total","Total","Terraced..inc..end.","Total","Total",0.6952
"1451","LA02","SEN","Total","Total","Total","Detached","Total","Total",0.0345
"1452","LA02","SEN","Total","Total","Total","Flats","Total","Total",0.0061
"1453","LA02","SEN","Total","Total","Total","Semi.detached","Total","Total",0
"1454","LA02","SEN","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0762
"1455","LA02","SS","Total","Total","Total","Detached","Total","Total",0.2069
"1456","LA02","SS","Total","Total","Total","Flats","Total","Total",0.0305
"1457","LA02","SS","Total","Total","Total","Semi.detached","Total","Total",0.1698
"1458","LA02","SS","Total","Total","Total","Terraced..inc..end.","Total","Total",0.3714
"1459","LA03","All Phases","Total","Total","Total","Detached","Total","Total",2.2222
"1460","LA03","All Phases","Total","Total","Total","Flats","Total","Total",0.689
"1461","LA03","All Phases","Total","Total","Total","Semi.detached","Total","Total",1.3023
"1462","LA03","All Phases","Total","Total","Total","Terraced..inc..end.","Total","Total",1.7063
"1463","LA03","AP","Total","Total","Total","Detached","Total","Total",0
"1464","LA03","AP","Total","Total","Total","Flats","Total","Total",0
"1465","LA03","AP","Total","Total","Total","Semi.detached","Total","Total",0.0233
"1466","LA03","AP","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0079
"1467","LA03","EY","Total","Total","Total","Detached","Total","Total",0.2222
"1468","LA03","EY","Total","Total","Total","Flats","Total","Total",0.4299
"1469","LA03","EY","Total","Total","Total","Semi.detached","Total","Total",0.6744
"1470","LA03","EY","Total","Total","Total","Terraced..inc..end.","Total","Total",0.6984
"1471","LA03","FE","Total","Total","Total","Detached","Total","Total",1
"1472","LA03","FE","Total","Total","Total","Flats","Total","Total",0.0549
"1473","LA03","FE","Total","Total","Total","Semi.detached","Total","Total",0.093
"1474","LA03","FE","Total","Total","Total","Terraced..inc..end.","Total","Total",0.1429
"1475","LA03","MAINSTREAM","Total","Total","Total","Detached","Total","Total",2.2222
"1476","LA03","MAINSTREAM","Total","Total","Total","Flats","Total","Total",0.689
"1477","LA03","MAINSTREAM","Total","Total","Total","Semi.detached","Total","Total",1.2791
"1478","LA03","MAINSTREAM","Total","Total","Total","Terraced..inc..end.","Total","Total",1.6508
"1479","LA03","PRU","Total","Total","Total","Detached","Total","Total",0
"1480","LA03","PRU","Total","Total","Total","Flats","Total","Total",0
"1481","LA03","PRU","Total","Total","Total","Semi.detached","Total","Total",0
"1482","LA03","PRU","Total","Total","Total","Terraced..inc..end.","Total","Total",0
"1483","LA03","PS","Total","Total","Total","Detached","Total","Total",0.8889
"1484","LA03","PS","Total","Total","Total","Flats","Total","Total",0.1433
"1485","LA03","PS","Total","Total","Total","Semi.detached","Total","Total",0.3721
"1486","LA03","PS","Total","Total","Total","Terraced..inc..end.","Total","Total",0.5317
"1487","LA03","SEN","Total","Total","Total","Detached","Total","Total",0
"1488","LA03","SEN","Total","Total","Total","Flats","Total","Total",0
"1489","LA03","SEN","Total","Total","Total","Semi.detached","Total","Total",0.0233
"1490","LA03","SEN","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0556
"1491","LA03","SS","Total","Total","Total","Detached","Total","Total",0.1111
"1492","LA03","SS","Total","Total","Total","Flats","Total","Total",0.061
"1493","LA03","SS","Total","Total","Total","Semi.detached","Total","Total",0.1395
"1494","LA03","SS","Total","Total","Total","Terraced..inc..end.","Total","Total",0.3254
"1495","LA04","All Phases","Total","Total","Total","Detached","Total","Total",1.1714
"1496","LA04","All Phases","Total","Total","Total","Flats","Total","Total",0.5955
"1497","LA04","All Phases","Total","Total","Total","Semi.detached","Total","Total",1.5636
"1498","LA04","All Phases","Total","Total","Total","Terraced..inc..end.","Total","Total",1.507
"1499","LA04","AP","Total","Total","Total","Detached","Total","Total",0
"1500","LA04","AP","Total","Total","Total","Flats","Total","Total",0
"1501","LA04","AP","Total","Total","Total","Semi.detached","Total","Total",0
"1502","LA04","AP","Total","Total","Total","Terraced..inc..end.","Total","Total",0
"1503","LA04","EY","Total","Total","Total","Detached","Total","Total",0.2857
"1504","LA04","EY","Total","Total","Total","Flats","Total","Total",0.3258
"1505","LA04","EY","Total","Total","Total","Semi.detached","Total","Total",0.5636
"1506","LA04","EY","Total","Total","Total","Terraced..inc..end.","Total","Total",0.6197
"1507","LA04","FE","Total","Total","Total","Detached","Total","Total",0.2
"1508","LA04","FE","Total","Total","Total","Flats","Total","Total",0.0337
"1509","LA04","FE","Total","Total","Total","Semi.detached","Total","Total",0.1273
"1510","LA04","FE","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0845
"1511","LA04","MAINSTREAM","Total","Total","Total","Detached","Total","Total",1.1714
"1512","LA04","MAINSTREAM","Total","Total","Total","Flats","Total","Total",0.5955
"1513","LA04","MAINSTREAM","Total","Total","Total","Semi.detached","Total","Total",1.4727
"1514","LA04","MAINSTREAM","Total","Total","Total","Terraced..inc..end.","Total","Total",1.493
"1515","LA04","PRU","Total","Total","Total","Detached","Total","Total",0
"1516","LA04","PRU","Total","Total","Total","Flats","Total","Total",0
"1517","LA04","PRU","Total","Total","Total","Semi.detached","Total","Total",0
"1518","LA04","PRU","Total","Total","Total","Terraced..inc..end.","Total","Total",0
"1519","LA04","PS","Total","Total","Total","Detached","Total","Total",0.2571
"1520","LA04","PS","Total","Total","Total","Flats","Total","Total",0.1798
"1521","LA04","PS","Total","Total","Total","Semi.detached","Total","Total",0.6364
"1522","LA04","PS","Total","Total","Total","Terraced..inc..end.","Total","Total",0.507
"1523","LA04","SEN","Total","Total","Total","Detached","Total","Total",0
"1524","LA04","SEN","Total","Total","Total","Flats","Total","Total",0
"1525","LA04","SEN","Total","Total","Total","Semi.detached","Total","Total",0.0909
"1526","LA04","SEN","Total","Total","Total","Terraced..inc..end.","Total","Total",0.0141
"1527","LA04","SS","Total","Total","Total","Detached","Total","Total",0.4286
"1528","LA04","SS","Total","Total","Total","Flats","Total","Total",0.0562
"1529","LA04","SS","Total","Total","Total","Semi.detached","Total","Total",0.2364
"1530","LA04","SS","Total","Total","Total","Terraced..inc..end.","Total","Total",0.2958
"1531","LA05","All Phases","Total","Total","Total","Detached","Total","Total",1.6
"1532","LA05","All Phases","Total","Total","Total","Flats","Total","Total",0.5882
"1533","LA05","All Phases","Total","Total","Total","Semi.detached","Total","Total",2.875
"1534","LA05","All Phases","Total","Total","Total","Terraced..inc..end.","Total","Total",1.76
"1535","LA05","AP","Total","Total","Total","Detached","Total","Total",0
